b'eval:gbt:gbt_model_ic_40_d_3cluster_id:3:mse:',40,3,0.22236450170070754,iters:40:d:3
b'eval:gbt:gbt_model_ic_75_d_3cluster_id:3:mse:',75,3,0.221606427237218,iters:75:d:3
b'eval:gbt:gbt_model_ic_25_d_20cluster_id:3:mse:',25,20,0.2212834917452697,iters:25:d:20
b'eval:gbt:gbt_model_ic_9_d_3cluster_id:3:mse:',9,3,0.22411344571544262,iters:9:d:3
b'eval:gbt:gbt_model_ic_9_d_30cluster_id:3:mse:',9,30,0.22126477728863625,iters:9:d:30
b'eval:gbt:gbt_model_ic_6_d_8cluster_id:3:mse:',6,8,0.22215790740074917,iters:6:d:8
b'eval:gbt:gbt_model_ic_3_d_7cluster_id:3:mse:',3,7,0.22279423300269524,iters:3:d:7
b'eval:gbt:gbt_model_ic_30_d_3cluster_id:3:mse:',30,3,0.2226403721648429,iters:30:d:3
b'eval:gbt:gbt_model_ic_25_d_8cluster_id:3:mse:',25,8,0.22143410819783313,iters:25:d:8
b'eval:gbt:gbt_model_ic_75_d_12cluster_id:3:mse:',75,12,0.22097369895639468,iters:75:d:12
b'eval:gbt:gbt_model_ic_50_d_9cluster_id:3:mse:',50,9,0.2209855883430223,iters:50:d:9
b'eval:gbt:gbt_model_ic_20_d_6cluster_id:3:mse:',20,6,0.22181793359310928,iters:20:d:6
b'eval:gbt:gbt_model_ic_9_d_6cluster_id:3:mse:',9,6,0.22230891882715634,iters:9:d:6
b'eval:gbt:gbt_model_ic_6_d_25cluster_id:3:mse:',6,25,0.2213823273341887,iters:6:d:25
b'eval:gbt:gbt_model_ic_9_d_12cluster_id:3:mse:',9,12,0.22159917154862496,iters:9:d:12
b'eval:gbt:gbt_model_ic_3_d_15cluster_id:3:mse:',3,15,0.22187722630050852,iters:3:d:15
b'eval:gbt:gbt_model_ic_12_d_3cluster_id:3:mse:',12,3,0.2238255330161119,iters:12:d:3
b'eval:gbt:gbt_model_ic_3_d_6cluster_id:3:mse:',3,6,0.2231002185036657,iters:3:d:6
b'eval:gbt:gbt_model_ic_9_d_20cluster_id:3:mse:',9,20,0.2214099237006096,iters:9:d:20
b'eval:gbt:gbt_model_ic_12_d_8cluster_id:3:mse:',12,8,0.22177021038490674,iters:12:d:8
b'eval:gbt:gbt_model_ic_25_d_30cluster_id:3:mse:',25,30,0.221254066623265,iters:25:d:30
b'eval:gbt:gbt_model_ic_6_d_30cluster_id:3:mse:',6,30,0.22131293852785353,iters:6:d:30
b'eval:gbt:gbt_model_ic_15_d_9cluster_id:3:mse:',15,9,0.22156143653185414,iters:15:d:9
b'eval:gbt:gbt_model_ic_50_d_3cluster_id:3:mse:',50,3,0.2220937108908237,iters:50:d:3
b'eval:gbt:gbt_model_ic_6_d_6cluster_id:3:mse:',6,6,0.2226095871831024,iters:6:d:6
b'eval:gbt:gbt_model_ic_40_d_30cluster_id:3:mse:',40,30,0.22123764448955388,iters:40:d:30
b'eval:gbt:gbt_model_ic_6_d_3cluster_id:3:mse:',6,3,0.22478836058967921,iters:6:d:3
b'eval:gbt:gbt_model_ic_3_d_12cluster_id:3:mse:',3,12,0.22202175116892217,iters:3:d:12
b'eval:gbt:gbt_model_ic_25_d_9cluster_id:3:mse:',25,9,0.2213610147568247,iters:25:d:9
b'eval:gbt:gbt_model_ic_30_d_12cluster_id:3:mse:',30,12,0.22125200651648766,iters:30:d:12
b'eval:gbt:gbt_model_ic_50_d_12cluster_id:3:mse:',50,12,0.22101463388199402,iters:50:d:12
b'eval:gbt:gbt_model_ic_15_d_15cluster_id:3:mse:',15,15,0.2213648156853871,iters:15:d:15
b'eval:gbt:gbt_model_ic_3_d_8cluster_id:3:mse:',3,8,0.22259041394573797,iters:3:d:8
b'eval:gbt:gbt_model_ic_12_d_12cluster_id:3:mse:',12,12,0.22149765108818634,iters:12:d:12
b'eval:gbt:gbt_model_ic_15_d_8cluster_id:3:mse:',15,8,0.22168914961007435,iters:15:d:8
b'eval:gbt:gbt_model_ic_6_d_20cluster_id:3:mse:',6,20,0.22147793154694806,iters:6:d:20
b'eval:gbt:gbt_model_ic_40_d_25cluster_id:3:mse:',40,25,0.2212740535170822,iters:40:d:25
b'eval:gbt:gbt_model_ic_25_d_3cluster_id:3:mse:',25,3,0.22279503194138153,iters:25:d:3
b'eval:gbt:gbt_model_ic_75_d_7cluster_id:3:mse:',75,7,0.22099072316341403,iters:75:d:7
