b'eval:rf:rf_model_tc_50_d_30cluster_id:3:mse:',50,30,0.22109985042237668,tc:50:d:30
b'eval:rf:rf_model_tc_3_d_25cluster_id:3:mse:',3,25,0.2213172962499513,tc:3:d:25
b'eval:rf:rf_model_tc_30_d_30cluster_id:3:mse:',30,30,0.221088246096297,tc:30:d:30
b'eval:rf:rf_model_tc_25_d_30cluster_id:3:mse:',25,30,0.22108989522412842,tc:25:d:30
b'eval:rf:rf_model_tc_75_d_9cluster_id:3:mse:',75,9,0.22299434462253484,tc:75:d:9
b'eval:rf:rf_model_tc_6_d_12cluster_id:3:mse:',6,12,0.22229318638987824,tc:6:d:12
b'eval:rf:rf_model_tc_30_d_6cluster_id:3:mse:',30,6,0.2239036547676018,tc:30:d:6
b'eval:rf:rf_model_tc_50_d_8cluster_id:3:mse:',50,8,0.22308956484494652,tc:50:d:8
b'eval:rf:rf_model_tc_125_d_6cluster_id:3:mse:',125,6,0.224205064813678,tc:125:d:6
b'eval:rf:rf_model_tc_6_d_20cluster_id:3:mse:',6,20,0.22148937952524725,tc:6:d:20
b'eval:rf:rf_model_tc_25_d_8cluster_id:3:mse:',25,8,0.22288411429500884,tc:25:d:8
b'eval:rf:rf_model_tc_40_d_8cluster_id:3:mse:',40,8,0.22319179422154045,tc:40:d:8
b'eval:rf:rf_model_tc_12_d_7cluster_id:3:mse:',12,7,0.22345440106400138,tc:12:d:7
b'eval:rf:rf_model_tc_20_d_30cluster_id:3:mse:',20,30,0.22110234152155475,tc:20:d:30
b'eval:rf:rf_model_tc_150_d_25cluster_id:3:mse:',150,25,0.22119883691397327,tc:150:d:25
b'eval:rf:rf_model_tc_125_d_7cluster_id:3:mse:',125,7,0.22360904429157935,tc:125:d:7
b'eval:rf:rf_model_tc_20_d_6cluster_id:3:mse:',20,6,0.2238652251052492,tc:20:d:6
b'eval:rf:rf_model_tc_50_d_3cluster_id:3:mse:',50,3,0.22897670303009418,tc:50:d:3
b'eval:rf:rf_model_tc_12_d_12cluster_id:3:mse:',12,12,0.22204782079050883,tc:12:d:12
b'eval:rf:rf_model_tc_3_d_8cluster_id:3:mse:',3,8,0.22343934828473258,tc:3:d:8
b'eval:rf:rf_model_tc_50_d_25cluster_id:3:mse:',50,25,0.2212095527365213,tc:50:d:25
b'eval:rf:rf_model_tc_50_d_12cluster_id:3:mse:',50,12,0.22215304617124565,tc:50:d:12
b'eval:rf:rf_model_tc_25_d_7cluster_id:3:mse:',25,7,0.2238025851824899,tc:25:d:7
b'eval:rf:rf_model_tc_30_d_20cluster_id:3:mse:',30,20,0.22140624854193267,tc:30:d:20
b'eval:rf:rf_model_tc_50_d_7cluster_id:3:mse:',50,7,0.22357199638703532,tc:50:d:7
b'eval:rf:rf_model_tc_150_d_20cluster_id:3:mse:',150,20,0.22139258283154262,tc:150:d:20
b'eval:rf:rf_model_tc_3_d_9cluster_id:3:mse:',3,9,0.22270824729497973,tc:3:d:9
b'eval:rf:rf_model_tc_50_d_20cluster_id:3:mse:',50,20,0.2213898695374059,tc:50:d:20
b'eval:rf:rf_model_tc_9_d_12cluster_id:3:mse:',9,12,0.2220496536355601,tc:9:d:12
b'eval:rf:rf_model_tc_6_d_9cluster_id:3:mse:',6,9,0.22301519858939092,tc:6:d:9
b'eval:rf:rf_model_tc_12_d_20cluster_id:3:mse:',12,20,0.22142052905090193,tc:12:d:20
b'eval:rf:rf_model_tc_150_d_12cluster_id:3:mse:',150,12,0.22202754630834232,tc:150:d:12
b'eval:rf:rf_model_tc_50_d_15cluster_id:3:mse:',50,15,0.22167488543164746,tc:50:d:15
b'eval:rf:rf_model_tc_40_d_12cluster_id:3:mse:',40,12,0.22197112788090514,tc:40:d:12
b'eval:rf:rf_model_tc_6_d_30cluster_id:3:mse:',6,30,0.22114668254282147,tc:6:d:30
b'eval:rf:rf_model_tc_40_d_9cluster_id:3:mse:',40,9,0.22263208530530357,tc:40:d:9
b'eval:rf:rf_model_tc_9_d_15cluster_id:3:mse:',9,15,0.2217906806627443,tc:9:d:15
b'eval:rf:rf_model_tc_125_d_15cluster_id:3:mse:',125,15,0.22172483228472573,tc:125:d:15
b'eval:rf:rf_model_tc_9_d_8cluster_id:3:mse:',9,8,0.22340507263027345,tc:9:d:8
b'eval:rf:rf_model_tc_15_d_3cluster_id:3:mse:',15,3,0.22936744058450925,tc:15:d:3
b'eval:rf:rf_model_tc_75_d_15cluster_id:3:mse:',75,15,0.22172257537884457,tc:75:d:15
b'eval:rf:rf_model_tc_15_d_12cluster_id:3:mse:',15,12,0.2220586108382603,tc:15:d:12
b'eval:rf:rf_model_tc_12_d_6cluster_id:3:mse:',12,6,0.22415790271667366,tc:12:d:6
b'eval:rf:rf_model_tc_40_d_6cluster_id:3:mse:',40,6,0.22412087363776673,tc:40:d:6
b'eval:rf:rf_model_tc_125_d_3cluster_id:3:mse:',125,3,0.22756315015105041,tc:125:d:3
b'eval:rf:rf_model_tc_30_d_7cluster_id:3:mse:',30,7,0.22371513727656436,tc:30:d:7
b'eval:rf:rf_model_tc_9_d_7cluster_id:3:mse:',9,7,0.22459896559729584,tc:9:d:7
b'eval:rf:rf_model_tc_25_d_20cluster_id:3:mse:',25,20,0.22140136852126885,tc:25:d:20
b'eval:rf:rf_model_tc_40_d_7cluster_id:3:mse:',40,7,0.22340298284876609,tc:40:d:7
b'eval:rf:rf_model_tc_20_d_3cluster_id:3:mse:',20,3,0.22867807007169663,tc:20:d:3
b'eval:rf:rf_model_tc_100_d_8cluster_id:3:mse:',100,8,0.22319436497969306,tc:100:d:8
b'eval:rf:rf_model_tc_15_d_6cluster_id:3:mse:',15,6,0.22505007990378717,tc:15:d:6
b'eval:rf:rf_model_tc_75_d_25cluster_id:3:mse:',75,25,0.22120950177716514,tc:75:d:25
b'eval:rf:rf_model_tc_6_d_15cluster_id:3:mse:',6,15,0.2217574397780823,tc:6:d:15
b'eval:rf:rf_model_tc_3_d_7cluster_id:3:mse:',3,7,0.22374602952207093,tc:3:d:7
b'eval:rf:rf_model_tc_15_d_15cluster_id:3:mse:',15,15,0.22181432273488252,tc:15:d:15
b'eval:rf:rf_model_tc_75_d_3cluster_id:3:mse:',75,3,0.22863824226137813,tc:75:d:3
b'eval:rf:rf_model_tc_20_d_20cluster_id:3:mse:',20,20,0.2214193739013526,tc:20:d:20
b'eval:rf:rf_model_tc_20_d_9cluster_id:3:mse:',20,9,0.2226469959434293,tc:20:d:9
b'eval:rf:rf_model_tc_15_d_25cluster_id:3:mse:',15,25,0.2211990341836562,tc:15:d:25
b'eval:rf:rf_model_tc_100_d_25cluster_id:3:mse:',100,25,0.22120934088779023,tc:100:d:25
b'eval:rf:rf_model_tc_3_d_20cluster_id:3:mse:',3,20,0.221498330157786,tc:3:d:20
b'eval:rf:rf_model_tc_9_d_30cluster_id:3:mse:',9,30,0.2210994415758662,tc:9:d:30
b'eval:rf:rf_model_tc_40_d_25cluster_id:3:mse:',40,25,0.22121327193665727,tc:40:d:25
b'eval:rf:rf_model_tc_75_d_6cluster_id:3:mse:',75,6,0.22446595324413093,tc:75:d:6
b'eval:rf:rf_model_tc_30_d_12cluster_id:3:mse:',30,12,0.22205389168547576,tc:30:d:12
b'eval:rf:rf_model_tc_6_d_6cluster_id:3:mse:',6,6,0.2241969312895665,tc:6:d:6
b'eval:rf:rf_model_tc_9_d_20cluster_id:3:mse:',9,20,0.22142758029471127,tc:9:d:20
b'eval:rf:rf_model_tc_75_d_12cluster_id:3:mse:',75,12,0.22204033129241052,tc:75:d:12
b'eval:rf:rf_model_tc_25_d_3cluster_id:3:mse:',25,3,0.22798581875090343,tc:25:d:3
b'eval:rf:rf_model_tc_150_d_3cluster_id:3:mse:',150,3,0.22888761281365516,tc:150:d:3
b'eval:rf:rf_model_tc_125_d_9cluster_id:3:mse:',125,9,0.22271366355046487,tc:125:d:9
b'eval:rf:rf_model_tc_40_d_15cluster_id:3:mse:',40,15,0.2217406239391,tc:40:d:15
b'eval:rf:rf_model_tc_15_d_7cluster_id:3:mse:',15,7,0.223612365400598,tc:15:d:7
b'eval:rf:rf_model_tc_6_d_8cluster_id:3:mse:',6,8,0.2229834879236144,tc:6:d:8
b'eval:rf:rf_model_tc_125_d_25cluster_id:3:mse:',125,25,0.2212003616050321,tc:125:d:25
b'eval:rf:rf_model_tc_25_d_9cluster_id:3:mse:',25,9,0.22318178811481315,tc:25:d:9
b'eval:rf:rf_model_tc_20_d_8cluster_id:3:mse:',20,8,0.22321797505945967,tc:20:d:8
b'eval:rf:rf_model_tc_75_d_20cluster_id:3:mse:',75,20,0.22138512824832454,tc:75:d:20
b'eval:rf:rf_model_tc_100_d_20cluster_id:3:mse:',100,20,0.22138906710512196,tc:100:d:20
b'eval:rf:rf_model_tc_12_d_3cluster_id:3:mse:',12,3,0.2290516638105646,tc:12:d:3
b'eval:rf:rf_model_tc_6_d_3cluster_id:3:mse:',6,3,0.22758072763490417,tc:6:d:3
b'eval:rf:rf_model_tc_150_d_30cluster_id:3:mse:',150,30,0.22108524312724503,tc:150:d:30
b'eval:rf:rf_model_tc_125_d_30cluster_id:3:mse:',125,30,0.22108347476126233,tc:125:d:30
b'eval:rf:rf_model_tc_12_d_30cluster_id:3:mse:',12,30,0.22112372698607455,tc:12:d:30
b'eval:rf:rf_model_tc_40_d_3cluster_id:3:mse:',40,3,0.22876538163730067,tc:40:d:3
b'eval:rf:rf_model_tc_20_d_7cluster_id:3:mse:',20,7,0.22365753841286362,tc:20:d:7
b'eval:rf:rf_model_tc_6_d_7cluster_id:3:mse:',6,7,0.22596053866881646,tc:6:d:7
b'eval:rf:rf_model_tc_20_d_12cluster_id:3:mse:',20,12,0.2220351873541571,tc:20:d:12
b'eval:rf:rf_model_tc_100_d_12cluster_id:3:mse:',100,12,0.2220757060730159,tc:100:d:12
b'eval:rf:rf_model_tc_25_d_6cluster_id:3:mse:',25,6,0.22469564791355476,tc:25:d:6
b'eval:rf:rf_model_tc_9_d_3cluster_id:3:mse:',9,3,0.2334815325699827,tc:9:d:3
b'eval:rf:rf_model_tc_15_d_30cluster_id:3:mse:',15,30,0.2210883420899369,tc:15:d:30
b'eval:rf:rf_model_tc_75_d_7cluster_id:3:mse:',75,7,0.22366415167752354,tc:75:d:7
b'eval:rf:rf_model_tc_100_d_7cluster_id:3:mse:',100,7,0.22363733650625667,tc:100:d:7
b'eval:rf:rf_model_tc_20_d_25cluster_id:3:mse:',20,25,0.22123620703719574,tc:20:d:25
b'eval:rf:rf_model_tc_150_d_7cluster_id:3:mse:',150,7,0.22354222868678172,tc:150:d:7
b'eval:rf:rf_model_tc_6_d_25cluster_id:3:mse:',6,25,0.22129181163859357,tc:6:d:25
b'eval:rf:rf_model_tc_3_d_12cluster_id:3:mse:',3,12,0.22218222993381115,tc:3:d:12
b'eval:rf:rf_model_tc_12_d_9cluster_id:3:mse:',12,9,0.22304903902397638,tc:12:d:9
b'eval:rf:rf_model_tc_150_d_9cluster_id:3:mse:',150,9,0.22268731674578385,tc:150:d:9
b'eval:rf:rf_model_tc_30_d_3cluster_id:3:mse:',30,3,0.23032689311302262,tc:30:d:3
